ShipmentID,SPID,PID,GID,Shipdate,Amount,Boxes,Order_Status
S00023960,SP06,P13,G3,26-Jun-24,2907,582,Delivered
S00023965,SP06,P13,G5,10-Oct-23,9758.25,1395,Delivered
S00023966,SP06,P13,G5,23-Oct-23,7544.25,629,Delivered
S00023969,SP06,P13,G1,22-Nov-24,843.75,141,Delivered
S00023974,SP06,P13,G3,06-Feb-24,13113,1640,Delivered
S00023979,SP06,P13,G5,17-Oct-24,8021.25,892,Delivered
S00023983,SP06,P02,G1,12-Dec-23,11326.5,1030,Delivered
S00023984,SP06,P02,G1,03-Oct-23,1905.75,147,Delivered
S00023994,SP06,P02,G5,25-Nov-24,5715,409,Delivered
S00024000,SP06,P02,G2,31-Oct-24,7353,491,Delivered
S00024003,SP06,P02,G4,19-Oct-23,5568.75,398,Delivered
S00024007,SP06,P02,G5,17-Oct-24,432,31,Delivered
S00024022,SP06,P20,G5,03-Oct-23,14355,1595,Delivered
S00024039,SP06,P20,G1,27-Jul-23,9668.25,879,Delivered
S00024048,SP06,P20,G5,03-Apr-24,3534.75,295,Delivered
S00024050,SP06,P20,G5,06-Nov-24,6108.75,1019,Cancelled
S00024052,SP06,P20,G1,13-Feb-25,2326.5,212,Shipped
S00024067,SP06,P20,G1,07-Jul-23,1143,191,Delivered
S00024096,SP06,P09,G1,31-Jan-25,2142,108,Cancelled
S00024137,SP06,P09,G1,09-Nov-23,155.25,11,Delivered
S00024139,SP06,P09,G1,10-Feb-25,1181.25,66,Shipped
S00024142,SP06,P09,G3,27-Sep-23,2182.5,129,Delivered
S00024151,SP06,P18,G1,02-Jan-25,5451.75,228,Shipped
S00024156,SP06,P18,G3,27-Mar-25,9650.25,460,Placed
S00024160,SP06,P18,G5,15-Oct-24,8426.25,338,Delivered
S00024170,SP06,P18,G3,17-Jan-23,7092,309,Delivered
S00024186,SP06,P18,G4,01-May-23,7870.5,438,Delivered
S00024192,SP06,P14,G1,17-Feb-25,2180.25,95,Shipped
S00024194,SP06,P14,G1,28-Oct-24,533.25,21,Delivered
S00024210,SP06,P14,G2,15-Feb-23,4155.75,189,Delivered
S00024219,SP06,P14,G6,03-Nov-23,7888.5,282,Delivered
S00024220,SP06,P14,G1,13-Jun-24,6090.75,291,Delivered
S00024222,SP06,P14,G1,20-Dec-24,4338,155,Cancelled
S00024227,SP06,P14,G4,08-Mar-23,1784.25,82,Delivered
S00024229,SP06,P14,G4,22-Sep-23,807.75,29,Cancelled
S00024230,SP06,P14,G5,16-Feb-24,3215.25,124,Delivered
S00024231,SP06,P14,G5,13-Jan-25,123.75,5,Shipped
S00024238,SP06,P14,G2,05-Dec-24,11832.75,474,Delivered
S00024270,SP06,P01,G4,10-Jan-23,2216.25,101,Delivered
S00024274,SP06,P01,G5,11-Sep-23,5636.25,269,Delivered
S00024288,SP06,P01,G5,23-Jan-25,6774.75,308,Shipped
S00024297,SP06,P01,G4,04-Nov-24,810,41,Delivered
S00024301,SP06,P01,G5,11-Dec-24,9258.75,441,Delivered
S00024304,SP06,P06,G1,14-Jun-24,4578.75,328,Delivered
S00024313,SP06,P06,G4,02-Jan-25,2891.25,414,Shipped
S00024316,SP06,P06,G5,27-Feb-25,8019,729,Shipped
S00024329,SP06,P06,G5,26-Sep-23,6916.5,629,Delivered
S00024336,SP06,P06,G2,01-Sep-23,2207.25,276,Delivered
S00024338,SP06,P06,G3,26-Jul-23,6367.5,579,Delivered
S00024347,SP06,P06,G1,06-May-24,162,15,Delivered
S00024350,SP06,P06,G2,19-Jan-24,2958.75,228,Delivered
S00024354,SP06,P06,G4,25-Dec-23,19206,1478,Delivered
S00024358,SP06,P06,G5,03-Aug-23,1413,101,Delivered
S00024360,SP06,P19,G1,10-Nov-23,5091.75,268,Delivered
S00024362,SP06,P19,G1,24-Apr-23,12519,570,Delivered
S00024365,SP06,P19,G2,28-Sep-23,5253.75,229,Delivered
S00024368,SP06,P19,G4,05-Jun-23,12917.25,517,Delivered
S00024385,SP06,P19,G5,03-May-24,14827.5,645,Cancelled
S00024390,SP06,P19,G1,12-Jan-23,13639.5,594,Delivered
S00024406,SP06,P19,G2,08-Mar-24,3919.5,187,Delivered
S00024411,SP06,P19,G4,02-Jan-25,11592,580,Shipped
S00024412,SP06,P19,G5,25-Oct-24,7616.25,318,Delivered
S00024418,SP06,P19,G1,19-Sep-24,11133,557,Delivered
S00024419,SP06,P19,G1,01-Aug-24,3791.25,173,Delivered
S00024437,SP06,P15,G4,14-Dec-23,857.25,62,Delivered
S00024442,SP06,P15,G5,14-Dec-23,1662.75,185,Delivered
S00024447,SP06,P15,G1,24-Jan-24,4783.5,435,Cancelled
S00024450,SP06,P15,G3,25-May-23,479.25,37,Delivered
S00024451,SP06,P15,G4,01-Jan-24,4151.25,297,Delivered
S00024470,SP06,P15,G5,04-Oct-23,7215.75,656,Delivered
S00024472,SP06,P15,G1,10-May-23,4124.25,344,Delivered
S00024483,SP06,P15,G5,28-Jan-25,2349,214,Shipped
S00024496,SP06,P15,G5,23-Jan-25,3755.25,289,Shipped
S00024500,SP06,P11,G1,27-Nov-23,6765.75,752,Delivered
S00024516,SP06,P11,G1,19-Sep-24,4144.5,593,Delivered
S00024523,SP06,P11,G4,06-Jul-23,5973.75,854,Delivered
S00024534,SP06,P11,G3,13-Aug-24,1374.75,138,Delivered
S00024549,SP06,P11,G4,21-Mar-23,2936.25,420,Delivered
S00024560,SP06,P10,G2,20-Mar-23,1962,151,Delivered
S00024577,SP06,P10,G4,05-Jul-24,5685.75,316,Delivered
S00024590,SP06,P10,G3,22-Mar-24,6642,475,Delivered
S00024597,SP06,P10,G6,07-Mar-25,3163.5,176,Placed
S00024602,SP06,P04,G2,02-Jun-23,990,39,Delivered
S00024607,SP06,P04,G4,15-Oct-24,339.75,15,Delivered
S00024609,SP06,P04,G5,03-Jan-24,10001.25,401,Delivered
S00024616,SP06,P04,G2,12-Feb-25,12739.5,440,Shipped
S00024619,SP06,P04,G4,21-Aug-24,10453.5,374,Delivered
S00024621,SP06,P04,G4,15-Jun-23,2652.75,103,Delivered
S00024622,SP06,P04,G5,11-Jan-24,9879.75,341,Delivered
S00024626,SP06,P04,G1,20-Mar-23,6696,292,Delivered
S00024651,SP06,P04,G5,17-Jun-24,15259.5,694,Delivered
S00024662,SP06,P16,G4,04-Apr-24,200.25,9,Delivered
S00024670,SP06,P16,G1,12-May-23,4304.25,196,Delivered
S00024677,SP06,P16,G4,20-Mar-25,1932.75,93,Placed
S00024680,SP06,P16,G5,23-Apr-24,2533.5,94,Delivered
S00024688,SP06,P16,G3,14-Sep-23,4830.75,211,Delivered
S00024689,SP06,P16,G4,06-Feb-23,14512.5,660,Delivered
S00024697,SP06,P16,G1,01-May-23,14760,642,Delivered
S00024699,SP06,P16,G1,14-Dec-23,7132.5,286,Delivered
S00024702,SP06,P16,G3,16-Feb-23,6786,272,Delivered
S00024703,SP06,P16,G4,11-Jan-23,9373.5,447,Delivered
S00024704,SP06,P16,G4,16-Feb-23,4396.5,170,Delivered
S00024705,SP06,P16,G4,03-Jul-23,715.5,28,Delivered
S00024710,SP06,P16,G1,28-Jun-23,3496.5,175,Delivered
S00024724,SP06,P16,G1,31-Oct-24,2268,88,Delivered
S00024741,SP06,P16,G1,10-Jan-24,8095.5,300,Delivered
S00024742,SP06,P16,G2,03-Apr-24,12474,567,Delivered
S00024743,SP06,P16,G2,19-Jul-24,15084,604,Delivered
S00024761,SP06,P21,G4,18-Jan-24,3051,170,Delivered
S00024766,SP06,P21,G1,31-Oct-23,2657.25,121,Delivered
S00024767,SP06,P21,G1,26-Dec-24,7708.5,482,Delivered
S00024783,SP06,P21,G1,08-Jul-24,16215.75,811,Delivered
S00024785,SP06,P21,G2,16-Nov-23,1379.25,73,Delivered
S00024791,SP06,P21,G5,05-Dec-24,2643.75,133,Delivered
S00024795,SP06,P21,G1,15-May-23,5278.5,294,Delivered
S00024801,SP06,P21,G4,01-Jan-24,1102.5,62,Delivered
S00024807,SP06,P21,G6,22-Nov-23,10813.5,515,Delivered
S00024809,SP06,P21,G1,21-Jun-24,2457,117,Delivered
S00024812,SP06,P21,G2,12-Nov-24,2196,138,Delivered
S00024817,SP06,P21,G4,12-Sep-23,8028,423,Delivered
S00024821,SP06,P21,G6,28-Aug-24,2358,131,Delivered
S00024822,SP06,P05,G1,04-Jul-24,13702.5,653,Delivered
S00024827,SP06,P05,G2,29-Jan-24,3609,181,Delivered
S00024854,SP06,P05,G2,26-May-23,8660.25,334,Delivered
S00024877,SP06,P05,G6,26-May-23,3075.75,162,Delivered
S00024912,SP06,P12,G3,25-Aug-23,6286.5,262,Delivered
S00024913,SP06,P12,G4,11-Jan-23,6120,292,Cancelled
S00024924,SP06,P03,G2,11-Oct-24,636.75,31,Delivered
S00024928,SP06,P03,G4,28-Nov-24,3827.25,192,Delivered
S00024935,SP06,P03,G1,28-Nov-24,4851,221,Delivered
S00024948,SP06,P03,G1,31-Oct-23,920.25,47,Delivered
S00024950,SP06,P03,G1,29-Nov-23,5022,240,Cancelled
S00024952,SP06,P03,G2,27-Feb-23,5420.25,286,Delivered
S00024959,SP06,P03,G5,31-Aug-23,4113,196,Cancelled
S00024970,SP06,P03,G4,18-Dec-23,7744.5,388,Cancelled
S00024971,SP06,P03,G4,20-Jun-23,3597.75,157,Delivered
S00024974,SP06,P03,G5,05-Oct-23,2202.75,116,Delivered
S00024981,SP06,P03,G2,26-Jul-23,1248.75,70,Delivered
S00024987,SP06,P03,G5,13-Oct-23,4704.75,205,Delivered
S00024990,SP06,P03,G1,18-Sep-23,4371.75,219,Delivered
S00024999,SP06,P03,G4,10-Jul-24,5622.75,245,Delivered
S00025014,SP06,P22,G5,17-Jul-23,4653,156,Delivered
S00025020,SP06,P22,G1,16-Feb-24,5870.25,245,Delivered
S00025035,SP06,P22,G1,26-Feb-25,3404.25,114,Shipped
S00025038,SP06,P22,G3,08-Dec-23,12012.75,501,Delivered
S00025053,SP06,P22,G4,27-Mar-24,9821.25,393,Cancelled
S00025063,SP06,P22,G1,31-Dec-24,9634.5,357,Delivered
S00025066,SP06,P22,G3,15-Feb-24,2517.75,94,Delivered
S00025098,SP06,P07,G5,20-Jun-24,7267.5,383,Delivered
S00025103,SP06,P07,G1,18-Dec-24,5933.25,424,Delivered
S00025106,SP06,P07,G2,11-Jul-23,497.25,42,Delivered
S00025121,SP06,P17,G2,06-May-24,1311.75,55,Delivered
S00025122,SP06,P17,G3,01-Mar-24,6599.25,287,Delivered
S00025144,SP06,P17,G1,25-Apr-24,954,36,Delivered
S00025145,SP06,P17,G1,13-Nov-24,310.5,12,Delivered
S00025149,SP06,P17,G2,04-Aug-23,9276.75,387,Delivered
S00025150,SP06,P17,G3,21-Feb-25,10746,414,Shipped
S00025154,SP06,P17,G5,09-Aug-23,15286.5,637,Delivered
S00025165,SP06,P17,G4,15-Jan-25,688.5,32,Shipped
S00025174,SP06,P17,G1,05-Feb-24,10921.5,456,Delivered
S00025175,SP06,P17,G1,20-Mar-23,5463,228,Delivered
S00025176,SP06,P17,G2,13-Sep-23,17403.75,622,Delivered
S00025178,SP06,P17,G3,28-Feb-25,27515.25,1020,Shipped
S00025212,SP06,P08,G5,15-Mar-24,1066.5,97,Delivered
S00025214,SP06,P08,G1,12-Oct-23,1413,95,Delivered
S00025215,SP06,P08,G1,10-Feb-25,1698.75,131,Shipped
S00025225,SP06,P08,G5,27-Feb-25,1966.5,152,Shipped
S00025226,SP06,P08,G5,28-Jan-25,7877.25,717,Shipped
S00025239,SP06,P08,G5,27-Mar-25,3019.5,189,Placed
S00025249,SP06,P08,G4,11-Jul-23,11900.25,1082,Delivered
S00025259,SP06,P08,G1,26-Dec-23,5233.5,582,Delivered
S00025260,SP06,P08,G2,09-Jul-24,11063.25,1006,Delivered
S00025263,SP06,P08,G4,17-Oct-24,6869.25,764,Delivered
S00025268,SP06,P08,G5,11-Jul-23,4691.25,391,Delivered
S00025272,SP06,P13,G1,10-Dec-24,4668.75,425,Delivered
S00025273,SP06,P13,G1,04-Jul-23,4047.75,506,Delivered
S00025285,SP06,P13,G1,22-Jan-25,4592.25,919,Shipped
S00025300,SP06,P13,G1,22-Aug-23,6891.75,1379,Delivered
S00025301,SP06,P13,G1,10-Jan-23,884.25,89,Delivered
S00025308,SP06,P13,G5,12-Jan-23,2614.5,218,Delivered
S00025311,SP06,P13,G6,18-Jul-24,2738.25,305,Delivered
S00025325,SP06,P13,G6,27-Dec-23,9227.25,839,Delivered
S00025331,SP06,P02,G2,13-May-24,10008,1001,Delivered
S00025339,SP06,P02,G6,08-Nov-24,7470,534,Delivered
S00025349,SP06,P02,G4,07-Jun-23,2099.25,140,Delivered
S00025356,SP06,P20,G1,08-Aug-23,4995,714,Delivered
S00025364,SP06,P20,G5,17-Dec-24,5204.25,579,Delivered
S00025394,SP06,P20,G5,30-Jan-23,351,51,Delivered
S00025400,SP06,P20,G2,12-Mar-25,5116.5,466,Placed
S00025403,SP06,P20,G4,26-Feb-25,155.25,20,Shipped
S00025408,SP06,P20,G5,18-Sep-24,5888.25,982,Delivered
S00025412,SP06,P20,G1,28-Jan-25,2286,254,Shipped
S00025418,SP06,P20,G4,12-Jun-24,5298.75,589,Delivered
S00025419,SP06,P20,G4,25-Oct-23,13504.5,2251,Delivered
S00025434,SP06,P20,G5,16-Feb-24,9042.75,823,Delivered
S00025437,SP06,P20,G6,28-Oct-24,1478.25,124,Delivered
S00025439,SP06,P09,G1,14-Jun-24,1716.75,96,Delivered
S00025445,SP06,P09,G4,16-Oct-24,3395.25,179,Delivered
S00025455,SP06,P09,G1,30-Sep-24,1698.75,114,Delivered
S00025457,SP06,P09,G2,23-Dec-24,6104.25,407,Delivered
S00025477,SP06,P09,G5,25-Aug-23,1073.25,83,Delivered
S00025478,SP06,P09,G5,18-Dec-23,7170.75,378,Delivered
S00025480,SP06,P09,G1,14-Sep-23,3143.25,210,Delivered
S00025491,SP06,P09,G5,08-Feb-24,639,43,Delivered
S00025495,SP06,P18,G1,22-Nov-23,10332,431,Delivered
S00025502,SP06,P18,G4,28-Jan-25,5926.5,330,Shipped
S00025512,SP06,P18,G2,16-Feb-24,9411.75,523,Delivered
S00025516,SP06,P18,G4,03-Jul-23,5179.5,216,Delivered
S00025519,SP06,P18,G5,24-Mar-25,8331.75,397,Placed
S00025527,SP06,P18,G2,13-Jan-23,8230.5,358,Delivered
S00025536,SP06,P14,G1,15-Jan-25,6252.75,272,Shipped
S00025546,SP06,P14,G5,08-Nov-23,2756.25,132,Delivered
S00025556,SP06,P14,G3,17-May-23,7978.5,285,Delivered
S00025571,SP06,P14,G4,05-Mar-24,7938,331,Delivered
S00025579,SP06,P14,G1,13-Jan-25,10944,456,Shipped
S00025584,SP06,P14,G3,15-Nov-23,1030.5,40,Delivered
S00025598,SP06,P01,G3,27-Feb-23,6862.5,327,Delivered
S00025599,SP06,P01,G4,08-Oct-24,510.75,23,Delivered
S00025608,SP06,P01,G1,17-Aug-23,384.75,15,Delivered
S00025623,SP06,P01,G1,16-Nov-23,3570.75,163,Delivered
S00025624,SP06,P01,G2,21-Jul-23,3775.5,180,Delivered
S00025625,SP06,P01,G2,01-Nov-23,229.5,10,Delivered
S00025628,SP06,P01,G4,03-Jul-23,2389.5,114,Delivered
S00025645,SP06,P01,G5,04-Mar-24,5323.5,222,Delivered
S00025646,SP06,P01,G5,16-Feb-24,3822.75,192,Delivered
S00025649,SP06,P06,G1,10-May-23,49.5,5,Delivered
S00025650,SP06,P06,G1,29-Dec-23,12579.75,899,Delivered
S00025654,SP06,P06,G3,02-Oct-23,3777.75,420,Delivered
S00025664,SP06,P06,G1,25-Jul-23,11828.25,1076,Delivered
S00025666,SP06,P06,G2,21-Jun-24,9535.5,954,Delivered
S00025687,SP06,P06,G5,19-Feb-25,6970.5,698,Shipped
S00025694,SP06,P06,G2,17-Apr-23,9645.75,689,Delivered
S00025696,SP06,P06,G3,12-Apr-23,8439.75,768,Delivered
S00025717,SP06,P19,G6,29-Nov-23,285.75,11,Delivered
S00025724,SP06,P19,G3,18-Apr-23,4961.25,262,Delivered
S00025731,SP06,P19,G6,02-Jan-24,12044.25,482,Delivered
S00025733,SP06,P19,G1,13-Sep-23,9684,422,Delivered
S00025737,SP06,P19,G2,11-Jul-23,15945.75,798,Delivered
S00025761,SP06,P19,G1,26-Feb-24,5292,265,Delivered
S00025767,SP06,P19,G4,04-Dec-24,2038.5,93,Delivered
S00025770,SP06,P19,G5,23-Oct-24,13929.75,664,Delivered
S00025784,SP06,P15,G5,03-Jan-25,571.5,58,Shipped
S00025787,SP06,P15,G6,05-Dec-24,6090.75,554,Delivered
S00025793,SP06,P15,G2,08-May-24,1399.5,117,Delivered
S00025805,SP06,P15,G1,12-Aug-24,4425.75,369,Delivered
S00025810,SP06,P15,G4,16-May-24,2927.25,244,Delivered
S00025821,SP06,P15,G2,26-May-23,1741.5,117,Delivered
S00025826,SP06,P15,G5,26-Jun-23,3858.75,429,Delivered
S00025829,SP06,P15,G6,29-Jul-24,1120.5,87,Delivered
S00025831,SP06,P15,G1,06-Nov-24,8199,631,Delivered
S00025846,SP06,P11,G1,08-May-23,7042.5,641,Delivered
S00025855,SP06,P11,G5,14-Feb-25,1885.5,270,Shipped
S00025857,SP06,P11,G6,25-Jan-24,1899,272,Delivered
S00025860,SP06,P11,G1,17-Apr-24,1332,191,Delivered
S00025862,SP06,P11,G2,01-Feb-24,5901.75,738,Delivered
S00025869,SP06,P11,G5,06-Mar-24,4059,508,Delivered
S00025870,SP06,P11,G5,26-Jan-24,506.25,39,Delivered
S00025880,SP06,P11,G4,13-Dec-24,6797.25,972,Delivered
S00025882,SP06,P11,G5,09-Oct-24,2535.75,282,Delivered
S00025886,SP06,P11,G1,02-Nov-23,4963.5,452,Delivered
S00025889,SP06,P11,G1,26-Oct-23,4952.25,620,Delivered
S00025891,SP06,P11,G2,03-May-24,4002.75,401,Delivered
S00025895,SP06,P11,G4,25-Jan-24,873,88,Delivered
S00025905,SP06,P10,G2,25-Apr-24,6624,442,Delivered
S00025911,SP06,P10,G5,11-Dec-24,5681.25,406,Delivered
S00025922,SP06,P10,G4,03-Jul-23,2499.75,157,Delivered
S00025932,SP06,P10,G2,17-Feb-25,3649.5,261,Shipped
S00025936,SP06,P10,G4,17-Nov-23,5908.5,423,Delivered
S00025937,SP06,P10,G4,26-Dec-24,7582.5,422,Cancelled
S00025938,SP06,P10,G5,03-Feb-25,4002.75,286,Shipped
S00025940,SP06,P10,G5,25-Oct-24,4272.75,225,Delivered
S00025941,SP06,P10,G6,07-Nov-23,7866,656,Delivered
S00025950,SP06,P04,G4,28-Jul-23,6079.5,226,Delivered
S00025951,SP06,P04,G4,25-Sep-23,1426.5,58,Delivered
S00025957,SP06,P04,G1,30-Jan-24,5766.75,214,Delivered
S00025987,SP06,P04,G1,25-Apr-23,1093.5,50,Delivered
S00025990,SP06,P04,G3,19-Jul-23,1226.25,43,Delivered
S00026000,SP06,P16,G1,04-Aug-23,9285.75,372,Delivered
S00026001,SP06,P16,G1,14-Jan-25,6952.5,258,Shipped
S00026006,SP06,P16,G4,14-Feb-24,2286,96,Delivered
S00026011,SP06,P16,G6,08-Sep-23,1741.5,67,Delivered
S00026014,SP06,P16,G1,03-Jan-23,9132.75,339,Delivered
S00026015,SP06,P16,G1,29-Aug-23,1516.5,61,Delivered
S00026019,SP06,P16,G4,19-Mar-25,3084.75,155,Placed
S00026023,SP06,P16,G5,20-Nov-23,875.25,44,Delivered
S00026029,SP06,P16,G1,18-Dec-23,8525.25,406,Delivered
S00026034,SP06,P16,G4,18-Mar-25,463.5,18,Placed
S00026035,SP06,P16,G4,13-Jul-23,4815,219,Delivered
S00026042,SP06,P16,G1,05-Dec-24,4855.5,187,Delivered
S00026043,SP06,P16,G1,11-Jan-23,7321.5,293,Delivered
S00026046,SP06,P16,G3,16-Jun-23,4587.75,192,Delivered
S00026053,SP06,P16,G6,02-Dec-24,5845.5,293,Delivered
S00026054,SP06,P16,G1,17-Sep-24,2877.75,144,Delivered
S00026075,SP06,P16,G4,21-Nov-24,4774.5,218,Delivered
S00026078,SP06,P16,G5,15-Nov-24,414,18,Delivered
S00026079,SP06,P16,G5,18-Apr-23,3305.25,144,Delivered
S00026089,SP06,P16,G4,16-Sep-24,9695.25,485,Delivered
S00026092,SP06,P16,G5,17-Jan-24,18279,762,Cancelled
S00026101,SP06,P21,G2,07-Apr-23,1143,52,Delivered
S00026103,SP06,P21,G4,08-Nov-23,8307,378,Delivered
S00026110,SP06,P21,G1,21-Dec-23,16638.75,832,Delivered
S00026132,SP06,P21,G4,04-Nov-24,5352.75,255,Delivered
S00026156,SP06,P21,G2,25-Dec-24,4578.75,270,Delivered
S00026183,SP06,P05,G1,04-Sep-23,11063.25,554,Delivered
S00026187,SP06,P05,G4,09-Aug-24,7152.75,326,Delivered
S00026188,SP06,P05,G4,09-Oct-24,11547,550,Delivered
S00026190,SP06,P05,G5,19-Oct-23,10003.5,455,Cancelled
S00026197,SP06,P05,G1,30-Dec-24,9252,403,Delivered
S00026203,SP06,P05,G4,05-Feb-24,10093.5,532,Delivered
S00026204,SP06,P05,G5,16-May-24,7962.75,362,Delivered
S00026216,SP06,P05,G4,26-Mar-24,3278.25,143,Delivered
S00026219,SP06,P05,G5,05-Dec-23,6651,278,Delivered
S00026226,SP06,P12,G2,27-Oct-23,5868,245,Delivered
S00026230,SP06,P12,G4,31-Mar-23,9249.75,441,Delivered
S00026231,SP06,P12,G4,04-Jul-24,8055,384,Delivered
S00026241,SP06,P12,G2,21-Feb-25,6081.75,265,Shipped
S00026246,SP06,P12,G5,08-Oct-24,731.25,41,Delivered
S00026247,SP06,P12,G5,31-May-23,4916.25,274,Delivered
S00026256,SP06,P12,G3,14-Feb-24,5769,263,Delivered
S00026258,SP06,P12,G4,10-Jan-23,6995.25,318,Delivered
S00026259,SP06,P12,G4,10-Dec-24,8934.75,426,Delivered
S00026260,SP06,P12,G5,31-Jul-23,6990.75,333,Delivered
S00026266,SP06,P03,G1,26-Dec-23,4009.5,168,Cancelled
S00026270,SP06,P03,G3,16-Feb-23,4482,264,Delivered
S00026276,SP06,P03,G5,10-Feb-25,4902.75,214,Shipped
S00026281,SP06,P03,G1,31-May-23,1248.75,63,Delivered
S00026282,SP06,P03,G2,20-Oct-23,8642.25,455,Delivered
S00026284,SP06,P03,G3,24-Nov-23,10728,565,Delivered
S00026295,SP06,P03,G1,26-Sep-24,6905.25,407,Delivered
S00026312,SP06,P03,G3,05-Dec-24,2187,122,Delivered
S00026320,SP06,P03,G1,12-Dec-23,6563.25,274,Delivered
S00026325,SP06,P03,G2,09-Jan-25,8588.25,453,Shipped
S00026328,SP06,P03,G4,01-Sep-23,4394.25,245,Delivered
S00026332,SP06,P03,G5,14-Feb-24,6729.75,321,Delivered
S00026351,SP06,P22,G1,09-Aug-23,4977,200,Delivered
S00026359,SP06,P22,G5,03-Dec-24,6072.75,203,Delivered
S00026363,SP06,P22,G1,26-Jul-23,5557.5,206,Delivered
S00026365,SP06,P22,G1,19-Sep-23,6612.75,221,Delivered
S00026372,SP06,P22,G5,30-Jan-24,4101.75,152,Delivered
S00026373,SP06,P22,G5,23-May-24,1971,68,Delivered
S00026386,SP06,P22,G5,09-Feb-24,2760.75,99,Delivered
S00026393,SP06,P22,G1,11-Sep-24,6027.75,195,Delivered
S00026397,SP06,P22,G4,23-Jan-23,6718.5,249,Delivered
S00026401,SP06,P22,G5,21-Feb-25,6898.5,238,Shipped
S00026408,SP06,P22,G2,16-Jan-25,1962,79,Shipped
S00026413,SP06,P22,G4,06-Nov-24,2450.25,91,Delivered
S00026414,SP06,P22,G5,21-Mar-25,580.5,19,Placed
S00026426,SP06,P07,G4,17-Jun-24,3514.5,207,Delivered
S00026427,SP06,P07,G4,25-Apr-23,3683.25,231,Delivered
S00026429,SP06,P07,G5,20-Apr-23,12802.5,854,Delivered
S00026443,SP06,P07,G5,31-Oct-24,929.25,52,Delivered
S00026444,SP06,P07,G5,21-Mar-23,10831.5,723,Delivered
S00026445,SP06,P07,G6,18-Oct-24,9150.75,654,Delivered
S00026447,SP06,P07,G1,26-Dec-24,4680,360,Delivered
S00026450,SP06,P07,G2,14-Mar-24,10608.75,664,Cancelled
S00026452,SP06,P07,G3,25-Oct-24,2376,132,Delivered
S00026454,SP06,P07,G4,28-Apr-23,632.25,40,Delivered
S00026456,SP06,P07,G5,28-May-24,7269.75,428,Delivered
S00026465,SP06,P17,G2,05-Feb-25,1786.5,72,Shipped
S00026472,SP06,P17,G5,15-Mar-24,20855.25,907,Delivered
S00026474,SP06,P17,G1,16-Jan-24,2283.75,82,Delivered
S00026477,SP06,P17,G1,16-Dec-24,12746.25,440,Delivered
S00026486,SP06,P17,G5,07-Jul-23,2373.75,92,Delivered
S00026493,SP06,P17,G2,12-Nov-24,3723.75,170,Delivered
S00026495,SP06,P17,G4,04-Jul-23,2729.25,110,Delivered
S00026501,SP06,P17,G6,03-Jan-25,11751.75,535,Shipped
S00026504,SP06,P17,G1,06-May-24,3519,141,Delivered
S00026515,SP06,P17,G6,02-Feb-24,8628.75,320,Delivered
S00026525,SP06,P17,G4,04-May-23,19451.25,846,Delivered
S00026528,SP06,P17,G5,23-Aug-24,4315.5,155,Delivered
S00026530,SP06,P08,G1,23-Oct-23,2146.5,144,Delivered
S00026533,SP06,P08,G1,30-Oct-23,8860.5,633,Delivered
S00026534,SP06,P08,G2,21-Apr-23,6356.25,424,Delivered
S00026538,SP06,P08,G4,24-Mar-25,7978.5,887,Placed
S00026540,SP06,P08,G5,25-Aug-23,33.75,3,Delivered
S00026555,SP06,P08,G5,14-Sep-23,13887,1069,Delivered
S00026565,SP06,P08,G4,19-Jun-24,814.5,51,Delivered
S00026566,SP06,P08,G4,30-Oct-24,20328.75,1271,Delivered
S00026570,SP06,P08,G5,10-Dec-24,8273.25,753,Delivered
S00026589,SP06,P08,G1,12-Sep-23,6203.25,388,Delivered
S00026595,SP06,P08,G4,01-Oct-24,1075.5,120,Delivered
S00026598,SP06,P08,G5,29-May-23,6664.5,667,Delivered
S00026600,SP06,P08,G1,09-Aug-23,8066.25,734,Delivered
S00026604,SP06,P08,G2,11-Dec-23,6264,522,Delivered
S00026610,SP06,P08,G5,12-Jun-23,10107,778,Delivered
S00026614,SP06,P13,G1,25-Dec-24,2103.75,192,Cancelled
S00026617,SP06,P13,G1,20-Aug-24,3827.25,547,Delivered
S00026623,SP06,P13,G4,12-Jun-23,9371.25,1339,Delivered
S00026625,SP06,P13,G5,06-Dec-24,7735.5,1106,Delivered
S00026626,SP06,P13,G5,17-Jul-23,7258.5,726,Delivered
S00026628,SP06,P13,G1,14-Nov-24,3642.75,365,Delivered
S00026630,SP06,P13,G1,04-Apr-23,10082.25,1681,Delivered
S00026638,SP06,P13,G5,30-Jan-25,4448.25,405,Shipped
S00026643,SP06,P13,G1,13-Feb-24,6826.5,976,Delivered
S00026654,SP06,P13,G5,06-Jan-25,7503.75,938,Shipped
S00026657,SP06,P13,G1,20-Nov-23,1059.75,89,Delivered
S00026659,SP06,P13,G1,06-Jun-23,2859.75,318,Delivered
S00026661,SP06,P13,G2,30-Mar-23,9087.75,1136,Delivered
S00026666,SP06,P13,G5,14-Feb-23,9801,1401,Delivered
S00026679,SP06,P02,G4,19-Jul-23,1930.5,194,Delivered
S00026683,SP06,P02,G6,16-Feb-24,5836.5,649,Delivered
S00026684,SP06,P02,G1,26-Dec-24,9625.5,1204,Delivered
S00026685,SP06,P02,G1,25-Nov-24,11373.75,759,Delivered
S00026700,SP06,P20,G1,05-Feb-25,3741.75,468,Shipped
S00026704,SP06,P20,G3,08-Apr-24,7022.25,586,Delivered
